Name,Age,Gender,Country,State,City,Parent Occupation,Earning Class,Level of Student,Level of Course,Course Name,Assessment Score,Study Time per Day (hrs),Material Name,Material Level,IQ of Student
Oni Shankar,17,Other,India,Maharashtra,Nagpur,Government Employee,Low,11,3,Mathematics,74,1.0,Textbook,1,106
Ranveer Prashad,10,Female,India,Rajasthan,Jaipur,Teacher,High,5,2,Computer Science,41,4.8,Interactive Quiz,1,133
Dipta Saini,15,Female,India,Tamil Nadu,Chennai,Doctor,Middle,5,1,Science,33,3.4,Textbook,3,87
Charita Raman,16,Other,India,Uttar Pradesh,Lucknow,Teacher,High,9,1,English,51,4.5,Video Lesson,1,91
Geetika Narayan,16,Female,India,Gujarat,Ahmedabad,Software Developer,Middle,12,2,Computer Science,62,2.4,E-Book,2,88
Ekaraj Aurora,14,Other,India,Karnataka,Mysore,Doctor,Low,11,2,Computer Science,33,2.0,Video Lesson,3,121
Aayush Sabharwal,16,Female,India,Karnataka,Bangalore,Business Owner,Low,5,3,English,47,2.0,E-Book,1,93
Wakeeta Hayre,14,Other,India,Uttar Pradesh,Varanasi,Doctor,Middle,7,5,Computer Science,86,2.1,Video Lesson,3,121
Vasana Deo,13,Male,India,Tamil Nadu,Coimbatore,Business Owner,Middle,9,3,Science,18,1.4,Video Lesson,1,124
Kiaan Raman,12,Other,India,Tamil Nadu,Chennai,Farmer,Low,8,3,Mathematics,66,4.0,Video Lesson,3,105
Christopher Kalita,12,Female,India,Uttar Pradesh,Varanasi,Business Owner,High,12,5,History,46,3.6,E-Book,1,94
Lajita Yadav,17,Male,India,Uttar Pradesh,Varanasi,Teacher,Low,4,5,Science,74,3.3,Interactive Quiz,3,115
Brinda Bail,12,Female,India,Uttar Pradesh,Kanpur,Software Developer,High,9,5,Science,36,4.0,E-Book,2,89
Yash Vaidya,10,Other,India,Uttar Pradesh,Lucknow,Software Developer,Low,7,5,Science,63,3.7,Interactive Quiz,1,96
Adya Wadhwa,17,Male,India,Maharashtra,Mumbai,Business Owner,Low,10,4,English,64,2.5,E-Book,3,108
Kabir Sachar,14,Female,India,Karnataka,Hubli,Software Developer,Low,12,4,English,57,2.6,E-Book,3,90
Faraj Mittal,13,Female,India,Maharashtra,Nagpur,Teacher,Middle,9,1,Science,22,2.1,Interactive Quiz,1,91
Dalbir Nagi,14,Female,India,Karnataka,Bangalore,Government Employee,High,8,3,English,86,5.0,E-Book,3,102
Laksh Mane,14,Male,India,Gujarat,Surat,Farmer,High,2,5,Computer Science,66,3.6,Video Lesson,1,96
Eiravati Gara,18,Male,India,Maharashtra,Mumbai,Farmer,Low,8,3,History,87,0.9,Textbook,2,103
Kavya Mahal,15,Other,India,Maharashtra,Mumbai,Teacher,Low,7,3,English,32,2.8,E-Book,3,98
Tanay Sane,12,Male,India,Tamil Nadu,Chennai,Doctor,Low,3,1,Computer Science,25,2.1,E-Book,2,110
Advaith Bhatti,12,Other,India,Rajasthan,Udaipur,Farmer,Low,8,1,Mathematics,42,1.2,Interactive Quiz,2,114
Ayushman Kapoor,14,Other,India,Uttar Pradesh,Varanasi,Engineer,High,7,2,Computer Science,16,4.0,Textbook,2,123
Omya D’Alia,13,Female,India,Uttar Pradesh,Kanpur,Government Employee,Middle,6,3,Computer Science,57,1.7,Video Lesson,2,89
Sanya Bhardwaj,12,Other,India,West Bengal,Siliguri,Doctor,High,6,1,Science,71,2.0,Video Lesson,3,119
Rayaan Kothari,10,Female,India,West Bengal,Kolkata,Engineer,Middle,5,3,History,69,2.1,E-Book,3,120
Bakhshi Tata,14,Male,India,Maharashtra,Nagpur,Doctor,Middle,10,5,Science,66,1.8,Video Lesson,2,107
Sarthak Dasgupta,18,Male,India,Karnataka,Bangalore,Engineer,Middle,6,4,History,37,0.6,E-Book,2,87
Gaurika Verma,12,Male,India,Uttar Pradesh,Kanpur,Farmer,Low,12,5,Science,4,3.5,Video Lesson,3,139
Gautami Venkataraman,11,Female,India,West Bengal,Siliguri,Teacher,High,8,5,Mathematics,24,2.2,Textbook,2,95
Jairaj Amble,10,Male,India,Uttar Pradesh,Varanasi,Engineer,Low,7,2,English,29,2.5,Video Lesson,1,123
Anthony Kala,13,Other,India,Rajasthan,Udaipur,Government Employee,Middle,6,1,History,77,3.8,Video Lesson,2,91
Zaid Handa,13,Male,India,Karnataka,Mysore,Teacher,Middle,4,4,History,37,2.4,Textbook,1,140
Devika Deshpande,15,Male,India,Uttar Pradesh,Varanasi,Doctor,Middle,8,4,History,87,3.4,Interactive Quiz,2,96
Luke Narula,17,Other,India,Maharashtra,Nagpur,Software Developer,High,2,4,Mathematics,19,4.7,Interactive Quiz,1,87
Devansh Cheema,11,Male,India,Rajasthan,Jaipur,Engineer,Low,7,3,Science,69,3.6,Interactive Quiz,2,94
Yatin Sengupta,17,Male,India,Gujarat,Vadodara,Engineer,Middle,12,5,Computer Science,94,2.1,E-Book,1,112
Karan Thakur,17,Female,India,Karnataka,Mysore,Teacher,Low,2,4,Computer Science,35,4.2,Textbook,2,126
Chaman Puri,16,Other,India,Karnataka,Bangalore,Software Developer,Middle,7,3,Science,32,3.8,Video Lesson,3,130
Varsha Doshi,17,Other,India,Gujarat,Ahmedabad,Government Employee,High,9,4,Computer Science,13,1.4,E-Book,1,98
Ekbal Khosla,11,Other,India,Uttar Pradesh,Varanasi,Engineer,Low,12,4,Mathematics,11,1.7,Interactive Quiz,1,135
Wridesh Dugar,15,Other,India,Rajasthan,Udaipur,Government Employee,High,12,4,English,82,1.0,Video Lesson,3,140
Caleb Bajaj,12,Male,India,Maharashtra,Pune,Government Employee,High,9,3,Computer Science,50,4.5,Textbook,2,94
Riya Koshy,17,Male,India,Karnataka,Bangalore,Engineer,Middle,10,4,History,89,1.9,Video Lesson,3,116
Qasim Nair,12,Female,India,Rajasthan,Jodhpur,Government Employee,High,6,3,Computer Science,70,3.9,E-Book,1,100
Aishani Halder,17,Female,India,Karnataka,Hubli,Farmer,High,6,1,Science,51,1.3,E-Book,3,117
Charles Sekhon,10,Female,India,Maharashtra,Nagpur,Doctor,Low,10,3,Mathematics,88,1.5,Textbook,2,101
Dayita Madan,13,Male,India,Uttar Pradesh,Kanpur,Engineer,Low,3,4,Mathematics,71,4.4,Textbook,3,82
Yochana Shetty,16,Other,India,Karnataka,Mysore,Government Employee,Low,3,4,Mathematics,96,0.9,Textbook,3,101
Ranveer Bawa,16,Other,India,Tamil Nadu,Chennai,Doctor,High,7,5,Computer Science,51,1.3,Textbook,1,92
Hitesh Chand,11,Other,India,Rajasthan,Jodhpur,Farmer,Middle,9,2,English,80,3.4,Textbook,2,127
Nathan Tripathi,18,Male,India,Tamil Nadu,Coimbatore,Government Employee,Low,9,5,Mathematics,31,4.0,Textbook,2,110
Kritika Bhatt,18,Male,India,Rajasthan,Jodhpur,Farmer,High,5,1,Computer Science,90,2.9,Interactive Quiz,3,89
Elijah Pandya,12,Other,India,Uttar Pradesh,Lucknow,Government Employee,High,8,2,Mathematics,77,1.0,Interactive Quiz,2,83
Jason Rajagopalan,11,Other,India,West Bengal,Kolkata,Farmer,Low,9,3,Mathematics,48,2.5,Textbook,1,118
Abdul Mitter,17,Female,India,Maharashtra,Nagpur,Government Employee,Low,4,4,English,51,4.9,Interactive Quiz,3,113
Pavani Rai,15,Other,India,Rajasthan,Udaipur,Government Employee,Low,4,4,Computer Science,62,2.5,E-Book,3,137
Kiaan Babu,18,Other,India,Rajasthan,Jodhpur,Engineer,Low,10,2,English,87,2.9,E-Book,1,91
Eshana Sehgal,17,Female,India,Uttar Pradesh,Kanpur,Farmer,High,8,2,Science,27,3.8,E-Book,3,140
Indira Purohit,15,Male,India,Uttar Pradesh,Lucknow,Software Developer,High,9,1,Mathematics,50,4.0,E-Book,2,82
Omisha Bir,17,Female,India,West Bengal,Kolkata,Doctor,Low,1,3,History,0,2.0,Video Lesson,1,97
Christopher Gole,18,Other,India,Rajasthan,Jodhpur,Engineer,High,3,1,English,64,1.4,E-Book,3,85
Jeremiah Saxena,11,Male,India,West Bengal,Kolkata,Software Developer,Low,2,3,History,15,2.2,Video Lesson,3,99
Charles Atwal,14,Male,India,West Bengal,Siliguri,Doctor,Middle,5,4,Computer Science,37,1.9,Interactive Quiz,2,97
Irya Lalla,15,Female,India,Rajasthan,Jodhpur,Business Owner,Middle,6,5,English,90,4.9,Interactive Quiz,2,128
Azaan Mittal,17,Female,India,Gujarat,Vadodara,Teacher,Middle,9,1,English,32,1.4,Video Lesson,3,125
Jairaj Sabharwal,14,Other,India,Gujarat,Ahmedabad,Doctor,Middle,3,5,Science,41,4.7,Interactive Quiz,3,85
Jagvi Naik,14,Female,India,Maharashtra,Nagpur,Farmer,High,2,1,English,35,1.6,Video Lesson,1,91
Lipika Hari,18,Female,India,Maharashtra,Pune,Farmer,High,10,2,History,12,2.7,Interactive Quiz,2,95
Ekiya Natt,17,Other,India,Maharashtra,Nagpur,Government Employee,Middle,9,3,Mathematics,77,1.4,Interactive Quiz,2,106
Lucky Dave,14,Female,India,Karnataka,Hubli,Engineer,High,7,3,History,19,4.9,Interactive Quiz,1,86
Warjas Kalita,12,Female,India,Uttar Pradesh,Varanasi,Doctor,High,6,2,History,77,3.5,E-Book,2,121
Girik Dua,16,Other,India,Maharashtra,Nagpur,Business Owner,Low,10,5,Science,94,3.6,Video Lesson,1,126
Pallavi Chahal,12,Male,India,Tamil Nadu,Chennai,Government Employee,Middle,2,2,Mathematics,56,1.1,Interactive Quiz,2,138
Saanvi Venkataraman,16,Other,India,Karnataka,Bangalore,Software Developer,Middle,9,5,Computer Science,31,2.4,Video Lesson,2,137
Lipika Deshpande,13,Female,India,Maharashtra,Mumbai,Farmer,High,2,5,English,47,2.9,E-Book,1,124
Anvi Bhagat,13,Female,India,Gujarat,Surat,Engineer,High,11,5,Science,72,3.4,E-Book,1,140
Viraj Rattan,14,Female,India,Gujarat,Ahmedabad,Software Developer,High,2,3,Computer Science,35,3.1,Interactive Quiz,2,127
Deepa Patla,15,Male,India,Uttar Pradesh,Varanasi,Teacher,High,6,1,Science,47,4.5,Video Lesson,3,96
Damyanti Raman,16,Other,India,Karnataka,Bangalore,Doctor,Low,4,4,Computer Science,54,4.2,E-Book,2,113
Vedant Bakshi,11,Male,India,Rajasthan,Jaipur,Teacher,Low,9,5,Computer Science,61,2.0,Interactive Quiz,2,81
Harsh Mane,14,Other,India,West Bengal,Kolkata,Government Employee,Low,4,1,English,2,0.5,Textbook,2,98
Vrinda Sethi,16,Other,India,Karnataka,Mysore,Teacher,Middle,6,3,Science,72,2.0,Textbook,2,117
Adya Narayan,14,Female,India,Maharashtra,Pune,Farmer,Low,5,5,Science,90,3.4,Video Lesson,3,84
Rajata Munshi,12,Female,India,Rajasthan,Jaipur,Farmer,Low,8,5,Science,50,3.3,Video Lesson,1,101
Triya Som,10,Female,India,Karnataka,Bangalore,Farmer,High,5,5,Science,98,3.4,Video Lesson,2,80
Arya Narasimhan,13,Other,India,Rajasthan,Udaipur,Business Owner,Low,6,5,Mathematics,34,2.9,Textbook,3,98
Megha Aurora,13,Male,India,Rajasthan,Jaipur,Government Employee,Middle,2,1,English,88,0.9,Interactive Quiz,2,134
Tara Deshpande,16,Other,India,Uttar Pradesh,Lucknow,Farmer,Low,10,2,Science,6,1.5,Video Lesson,2,100
Panini Dewan,16,Female,India,Maharashtra,Pune,Engineer,High,3,1,Computer Science,47,4.5,Textbook,2,80
Vivaan Cherian,15,Other,India,Rajasthan,Udaipur,Software Developer,Middle,2,2,History,79,1.0,Interactive Quiz,3,119
Yashoda Nagi,12,Other,India,Rajasthan,Udaipur,Doctor,Low,10,1,Computer Science,15,1.3,Video Lesson,2,90
Robert Ravi,14,Male,India,Maharashtra,Pune,Farmer,High,4,4,English,29,4.0,Interactive Quiz,2,109
Rudra Basu,18,Other,India,Uttar Pradesh,Kanpur,Government Employee,High,8,1,Science,64,4.7,E-Book,1,96
Januja Dubey,11,Male,India,Gujarat,Vadodara,Farmer,Low,12,1,Computer Science,56,3.9,Textbook,2,125
Anmol Walla,17,Female,India,Maharashtra,Mumbai,Farmer,Low,6,1,Mathematics,28,3.2,Textbook,3,117
Nitara Sarin,10,Female,India,Tamil Nadu,Madurai,Software Developer,Middle,6,3,Mathematics,16,2.0,Video Lesson,1,82
Bhavya Deep,15,Male,India,Gujarat,Ahmedabad,Farmer,Middle,5,1,English,90,3.3,E-Book,3,116
Maya Patla,15,Other,India,Rajasthan,Udaipur,Engineer,Middle,1,1,History,76,3.4,Video Lesson,1,122
Anya Singhal,12,Female,India,Karnataka,Mysore,Teacher,Middle,10,5,Science,58,2.3,E-Book,3,82
Ekbal Dhar,14,Male,India,Tamil Nadu,Chennai,Doctor,Low,3,3,Science,52,1.6,E-Book,3,86
Ojasvi Krishnamurthy,15,Male,India,Rajasthan,Jodhpur,Teacher,Low,11,3,English,92,2.0,Textbook,1,118
Shivani Anne,15,Other,India,Uttar Pradesh,Lucknow,Business Owner,Middle,11,4,History,7,2.9,Textbook,1,122
Benjamin Manda,16,Other,India,West Bengal,Kolkata,Software Developer,Middle,2,4,Mathematics,1,4.6,Video Lesson,2,113
Chameli Bali,12,Male,India,Maharashtra,Mumbai,Farmer,Low,11,4,English,33,1.3,Video Lesson,2,127
Januja Manda,17,Male,India,Rajasthan,Udaipur,Teacher,High,7,3,History,7,2.6,Video Lesson,2,88
Suhani Suresh,17,Other,India,Gujarat,Vadodara,Engineer,High,10,2,Science,10,2.4,Interactive Quiz,1,104
Jagdish Gole,12,Male,India,West Bengal,Kolkata,Business Owner,Middle,10,4,Science,97,2.6,Interactive Quiz,2,122
Samesh Loke,18,Female,India,Tamil Nadu,Madurai,Teacher,Low,2,4,History,87,2.4,Video Lesson,3,128
Saumya Parmar,15,Female,India,Uttar Pradesh,Lucknow,Doctor,Middle,2,3,Computer Science,89,4.9,E-Book,1,112
Alka Thaker,15,Male,India,Tamil Nadu,Madurai,Government Employee,Middle,3,4,English,41,3.5,Textbook,2,99
Raagini Kamdar,10,Other,India,Gujarat,Vadodara,Doctor,High,8,5,Computer Science,73,1.7,Interactive Quiz,2,92
Gayathri Tripathi,16,Male,India,Uttar Pradesh,Varanasi,Government Employee,High,12,4,Computer Science,49,3.0,Video Lesson,1,85
Chakrika Gara,15,Other,India,Gujarat,Ahmedabad,Teacher,Middle,7,1,Computer Science,82,3.4,Interactive Quiz,1,109
Girish Sen,18,Other,India,Uttar Pradesh,Kanpur,Government Employee,Low,2,3,Mathematics,37,4.2,Video Lesson,1,116
Hemani Lad,10,Other,India,Gujarat,Ahmedabad,Engineer,Middle,11,3,Mathematics,38,4.2,Textbook,3,120
Farhan Ben,16,Male,India,Uttar Pradesh,Varanasi,Government Employee,Middle,9,2,English,85,1.8,Video Lesson,1,140
Anusha Lata,13,Other,India,West Bengal,Kolkata,Software Developer,Low,11,3,Mathematics,98,2.5,Textbook,1,137
Waida Biswas,14,Other,India,West Bengal,Asansol,Teacher,Low,6,5,History,20,2.6,Video Lesson,2,99
Bhavna Korpal,15,Male,India,Maharashtra,Nagpur,Government Employee,Middle,10,1,History,99,1.3,E-Book,1,119
Saksham Kadakia,16,Female,India,Maharashtra,Mumbai,Doctor,Middle,10,2,Science,23,1.2,Textbook,2,106
Omisha Bhatnagar,17,Male,India,Karnataka,Hubli,Doctor,Middle,10,1,History,71,2.3,E-Book,1,126
Oviya Deol,13,Other,India,Gujarat,Vadodara,Doctor,Middle,5,1,English,11,1.3,Textbook,1,115
Bhanumati Dubey,13,Male,India,Uttar Pradesh,Kanpur,Engineer,High,9,3,Science,86,0.6,Interactive Quiz,1,120
Karan Pathak,13,Female,India,Karnataka,Bangalore,Business Owner,Middle,5,2,English,15,1.0,Textbook,2,124
Ishanvi Balasubramanian,17,Male,India,West Bengal,Siliguri,Software Developer,High,8,4,Science,2,4.7,E-Book,3,125
Qabil Pillay,18,Male,India,Maharashtra,Mumbai,Teacher,High,8,4,Computer Science,33,0.6,Video Lesson,1,87
Pooja Bhardwaj,17,Male,India,Uttar Pradesh,Varanasi,Business Owner,High,9,1,History,41,1.9,Textbook,3,107
Aradhana Mishra,14,Male,India,Maharashtra,Mumbai,Farmer,High,5,3,Mathematics,81,4.4,Video Lesson,1,85
Prisha Sarin,15,Other,India,West Bengal,Siliguri,Farmer,Middle,5,3,English,9,3.0,Interactive Quiz,1,130
Liam Verma,12,Other,India,Tamil Nadu,Chennai,Business Owner,High,11,2,Science,87,1.7,Interactive Quiz,1,117
Karan Sankar,10,Male,India,Gujarat,Surat,Government Employee,High,5,3,Mathematics,57,2.2,Video Lesson,1,106
Samuel Trivedi,12,Other,India,West Bengal,Kolkata,Government Employee,Low,5,1,Computer Science,40,0.7,Textbook,2,89
Aradhana Rege,17,Female,India,Maharashtra,Mumbai,Government Employee,Middle,9,3,History,44,1.2,Textbook,1,113
Sarthak Pall,17,Other,India,Gujarat,Vadodara,Government Employee,Middle,1,2,Computer Science,25,4.9,Textbook,3,95
Darpan Padmanabhan,18,Male,India,West Bengal,Kolkata,Government Employee,High,4,3,Science,59,2.7,Interactive Quiz,2,96
Samuel Bakshi,12,Other,India,Rajasthan,Jaipur,Engineer,High,7,4,English,86,3.5,Textbook,2,107
Gunbir Rege,12,Other,India,Karnataka,Mysore,Teacher,Middle,7,2,English,27,3.4,Textbook,3,107
Vincent Kumer,17,Female,India,Uttar Pradesh,Varanasi,Teacher,Middle,3,1,Science,65,1.5,Textbook,1,119
Fiyaz Anand,15,Male,India,Gujarat,Surat,Farmer,Low,7,2,History,31,2.5,Interactive Quiz,1,128
Jackson Narasimhan,17,Female,India,Maharashtra,Pune,Doctor,Middle,12,2,English,58,1.0,Interactive Quiz,1,131
Harini Mittal,12,Female,India,Karnataka,Hubli,Software Developer,High,5,5,History,99,3.5,Video Lesson,2,122
Faris Gera,18,Female,India,Tamil Nadu,Madurai,Business Owner,High,6,4,Mathematics,6,3.5,Textbook,1,80
Jeevika Dugar,14,Female,India,Tamil Nadu,Madurai,Engineer,High,12,2,Mathematics,0,2.0,E-Book,2,130
Ayushman Gupta,14,Female,India,West Bengal,Kolkata,Doctor,High,4,5,English,66,4.0,Video Lesson,2,91
Liam Dave,12,Other,India,Maharashtra,Nagpur,Doctor,Low,10,2,English,16,1.4,E-Book,2,113
Oeshi Rama,16,Female,India,West Bengal,Siliguri,Software Developer,Low,10,3,History,16,3.5,E-Book,2,115
Vrishti Sani,15,Other,India,Rajasthan,Jaipur,Software Developer,Low,4,1,Mathematics,49,3.1,Video Lesson,1,126
Guneet Garde,16,Other,India,West Bengal,Asansol,Software Developer,Middle,9,2,Mathematics,87,2.8,E-Book,3,93
Unni Dhillon,18,Female,India,Gujarat,Ahmedabad,Government Employee,High,11,4,Mathematics,13,1.7,Interactive Quiz,3,135
Tamanna Purohit,14,Other,India,Rajasthan,Udaipur,Business Owner,Middle,7,3,Science,13,4.5,Textbook,1,133
Bhanumati Keer,12,Female,India,Uttar Pradesh,Varanasi,Doctor,High,7,5,Science,29,2.5,Interactive Quiz,2,139
Abhimanyu Loyal,16,Female,India,Uttar Pradesh,Lucknow,Teacher,Middle,9,1,History,24,4.6,E-Book,2,80
Daniel Hans,16,Other,India,Tamil Nadu,Madurai,Engineer,Low,10,1,Science,100,1.2,Interactive Quiz,2,128
Kavya Chandra,15,Other,India,Maharashtra,Pune,Teacher,High,12,4,Computer Science,52,2.4,Interactive Quiz,2,91
Chatura Butala,11,Male,India,West Bengal,Asansol,Teacher,Middle,3,4,Science,87,1.6,Video Lesson,1,96
Ati Sama,13,Female,India,Karnataka,Bangalore,Government Employee,Low,8,4,Computer Science,55,4.1,Textbook,1,134
Avni Sarma,16,Other,India,Maharashtra,Nagpur,Business Owner,Low,7,1,History,49,2.0,Video Lesson,3,104
Timothy Edwin,13,Female,India,Maharashtra,Nagpur,Teacher,Middle,4,3,Computer Science,73,2.2,Interactive Quiz,2,116
Nimrat Mohan,15,Female,India,Tamil Nadu,Chennai,Business Owner,Low,5,1,History,1,2.5,Interactive Quiz,3,109
Maya Singh,16,Female,India,Maharashtra,Pune,Engineer,Low,11,1,History,30,0.8,Textbook,3,117
Chatura Nagy,10,Male,India,Gujarat,Ahmedabad,Teacher,Low,12,5,Computer Science,29,2.9,Interactive Quiz,1,123
Wyatt Dugar,12,Male,India,West Bengal,Asansol,Government Employee,Low,10,4,History,79,4.6,Video Lesson,1,104
Sachi Dutta,14,Male,India,Uttar Pradesh,Kanpur,Business Owner,High,4,5,Science,36,2.7,Video Lesson,3,88
Rachana Chatterjee,10,Other,India,Karnataka,Mysore,Farmer,Middle,3,4,Mathematics,36,3.0,Textbook,3,133
Maanav Bakshi,17,Female,India,Rajasthan,Udaipur,Business Owner,Low,3,2,English,18,0.7,Interactive Quiz,1,137
Raksha Yohannan,18,Other,India,Rajasthan,Udaipur,Business Owner,High,8,2,Science,22,2.4,Textbook,3,82
Triya Puri,10,Other,India,Karnataka,Bangalore,Business Owner,High,5,1,English,54,2.5,Video Lesson,2,96
Yashawini Palan,14,Female,India,Karnataka,Hubli,Farmer,Middle,7,5,Science,68,1.5,E-Book,2,83
Lakshit Pandit,16,Male,India,Karnataka,Hubli,Government Employee,High,5,4,History,63,1.6,Video Lesson,1,137
Kamala Kashyap,15,Other,India,Gujarat,Vadodara,Engineer,High,12,2,History,4,4.1,E-Book,2,138
Madhavi Dalal,11,Male,India,Gujarat,Surat,Business Owner,Middle,2,2,Computer Science,24,3.2,Video Lesson,1,106
Ishani Khosla,13,Other,India,Karnataka,Bangalore,Teacher,High,5,5,English,25,2.2,Interactive Quiz,2,98
Liam Misra,12,Male,India,West Bengal,Siliguri,Engineer,High,5,4,English,24,2.7,Video Lesson,1,105
Gabriel Venkatesh,14,Other,India,Tamil Nadu,Coimbatore,Engineer,High,1,5,Mathematics,91,3.9,Video Lesson,1,94
Pranit Buch,16,Female,India,Uttar Pradesh,Kanpur,Government Employee,High,4,3,History,98,1.3,Textbook,1,96
Pahal Parsa,14,Male,India,Tamil Nadu,Coimbatore,Engineer,High,9,5,Mathematics,29,4.8,Interactive Quiz,1,120
Shaurya Dara,17,Male,India,Gujarat,Surat,Farmer,Low,11,4,Mathematics,69,4.3,Interactive Quiz,1,98
Tarak Sama,13,Male,India,Rajasthan,Jodhpur,Engineer,Low,8,4,History,33,3.4,E-Book,2,102
Ishanvi Chhabra,12,Male,India,Maharashtra,Mumbai,Software Developer,High,9,5,Science,78,0.5,Video Lesson,1,128
Bhanumati Kalla,10,Other,India,Gujarat,Ahmedabad,Engineer,Middle,4,5,Science,22,3.3,Textbook,2,86
Aachal De,16,Male,India,Maharashtra,Mumbai,Business Owner,Low,5,3,Science,66,3.8,Video Lesson,2,116
Vedant Ranganathan,17,Other,India,Uttar Pradesh,Lucknow,Government Employee,Low,11,1,History,64,4.8,Video Lesson,3,91
Mohini Dey,12,Other,India,Uttar Pradesh,Kanpur,Engineer,Low,8,5,Computer Science,27,1.8,Textbook,1,106
Turvi Narasimhan,12,Female,India,Rajasthan,Jodhpur,Government Employee,High,3,4,Science,88,4.9,Textbook,3,85
Gautami Chana,13,Male,India,Karnataka,Mysore,Software Developer,Middle,6,4,Science,48,2.7,E-Book,3,111
Amruta Hayer,10,Male,India,Rajasthan,Jodhpur,Engineer,High,6,4,Science,93,2.0,Video Lesson,2,128
Damyanti Garde,15,Female,India,West Bengal,Siliguri,Farmer,High,8,5,Computer Science,41,0.7,Video Lesson,3,118
Yauvani Nanda,18,Female,India,West Bengal,Kolkata,Farmer,Middle,8,1,Science,18,3.1,Video Lesson,2,133
Ranbir Oak,16,Other,India,Gujarat,Vadodara,Business Owner,High,12,5,Computer Science,27,2.3,E-Book,1,93
Jeremiah Hayre,16,Other,India,Gujarat,Vadodara,Farmer,Middle,4,2,Computer Science,21,1.8,Video Lesson,3,112
Darika Gaba,14,Male,India,West Bengal,Kolkata,Doctor,Low,8,2,Computer Science,24,4.8,E-Book,3,123
Hemani Gandhi,10,Female,India,Tamil Nadu,Chennai,Government Employee,Low,4,3,Science,66,1.2,Textbook,1,84
Ekiya Goswami,12,Male,India,West Bengal,Kolkata,Government Employee,High,5,4,Computer Science,35,2.6,Interactive Quiz,1,98
Kevin Sama,14,Male,India,Gujarat,Ahmedabad,Doctor,Low,9,5,Mathematics,86,0.7,Video Lesson,1,82
Bhavani Mitra,11,Male,India,Uttar Pradesh,Varanasi,Government Employee,Low,9,3,English,30,3.0,E-Book,3,95
Chanchal Sandhu,17,Female,India,Rajasthan,Udaipur,Government Employee,Low,11,4,History,49,3.3,Video Lesson,1,91
Gaurav Ravi,12,Male,India,Uttar Pradesh,Kanpur,Teacher,Low,12,5,History,1,1.0,E-Book,2,111
Damini Gandhi,15,Other,India,Maharashtra,Mumbai,Doctor,High,11,2,History,85,1.8,E-Book,1,122
Neelima Lalla,11,Other,India,Tamil Nadu,Madurai,Farmer,High,5,1,Mathematics,66,0.7,E-Book,1,122
Qasim Madan,10,Male,India,West Bengal,Siliguri,Engineer,Low,11,5,Mathematics,20,3.3,E-Book,2,80
Pahal Dass,17,Other,India,Gujarat,Vadodara,Doctor,Low,5,2,Mathematics,77,1.3,Interactive Quiz,1,134
Leela Kannan,14,Female,India,Gujarat,Ahmedabad,Software Developer,Low,1,5,Science,51,3.0,Video Lesson,3,122
Lakshit Vaidya,17,Male,India,Tamil Nadu,Madurai,Engineer,Middle,9,3,Computer Science,99,0.7,Video Lesson,1,121
Gaurangi Mallick,14,Male,India,West Bengal,Siliguri,Teacher,High,1,5,English,31,1.9,Interactive Quiz,3,108
Vritti Sharma,12,Other,India,Rajasthan,Udaipur,Engineer,Low,8,4,English,26,4.5,Video Lesson,3,139
Brinda Kant,15,Other,India,Rajasthan,Udaipur,Business Owner,Low,6,2,English,24,1.8,Video Lesson,1,113
Nihal Nigam,17,Female,India,Uttar Pradesh,Kanpur,Farmer,Low,5,4,History,100,2.2,E-Book,3,125
Aarini Padmanabhan,14,Other,India,Uttar Pradesh,Varanasi,Software Developer,Low,12,5,History,5,1.9,Interactive Quiz,1,80
Ishani Dutta,10,Other,India,West Bengal,Kolkata,Software Developer,High,12,4,Mathematics,92,2.7,Interactive Quiz,2,105
Omya Narayanan,15,Other,India,Uttar Pradesh,Varanasi,Government Employee,Middle,8,3,Science,77,1.5,E-Book,3,95
Mohini Tailor,15,Other,India,Maharashtra,Nagpur,Farmer,High,4,4,English,79,3.5,Interactive Quiz,3,124
Omkaar Mall,10,Other,India,Karnataka,Bangalore,Engineer,High,3,2,Mathematics,72,1.9,E-Book,3,121
Praneel Karan,14,Female,India,Rajasthan,Udaipur,Government Employee,Low,10,3,History,30,4.6,Video Lesson,2,134
Dhruv Oommen,13,Other,India,Gujarat,Ahmedabad,Doctor,High,1,1,Computer Science,76,0.6,Textbook,2,136
Wazir Nayak,14,Other,India,Tamil Nadu,Madurai,Government Employee,Low,10,2,English,30,1.4,E-Book,2,98
Anjali Rana,13,Female,India,Uttar Pradesh,Lucknow,Doctor,Middle,1,2,Computer Science,89,4.8,Interactive Quiz,3,135
Omisha Dara,13,Female,India,Tamil Nadu,Chennai,Software Developer,Low,3,3,Science,83,2.1,Interactive Quiz,3,136
Nathan Kata,16,Male,India,Gujarat,Surat,Doctor,Middle,9,4,History,99,1.8,E-Book,1,139
Aashi Hora,17,Male,India,Uttar Pradesh,Kanpur,Business Owner,Middle,1,3,English,63,3.2,Interactive Quiz,3,103
Balvan Dalal,18,Female,India,Gujarat,Surat,Government Employee,High,4,5,History,92,1.6,Video Lesson,2,97
Manan Pandit,17,Female,India,Rajasthan,Udaipur,Farmer,Middle,3,5,Mathematics,42,4.9,Interactive Quiz,2,116
Manan Manne,16,Female,India,Maharashtra,Mumbai,Farmer,Middle,4,3,English,34,1.3,Interactive Quiz,1,138
